score,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
2,Tolong Aplikasinya di Benahi... Soalnya tiap buka Aplikasinya suka muncul Live shopee jadi sangat sangat menganggu apalagi hp yang ramnya kecil... Dan mau ngecek produk lain aja masih terdengar orang lagi live di shopee.. tolong di benahi kembalikan seperti dulu,Negatif,tolong aplikasinya di benahi soalnya tiap buka aplikasinya suka muncul live shopee jadi sangat sangat menganggu apalagi hp yang ramnya kecil dan mau ngecek produk lain aja masih terdengar orang lagi live di shopee tolong di benahi kembalikan seperti dulu,tolong aplikasinya benahi buka aplikasinya suka muncul live shopee menganggu hp ramnya ngecek produk aja terdengar orang live shopee tolong benahi kembalikan,"['tolong', 'aplikasinya', 'benahi', 'buka', 'aplikasinya', 'suka', 'muncul', 'live', 'shopee', 'menganggu', 'hp', 'ramnya', 'ngecek', 'produk', 'aja', 'terdengar', 'orang', 'live', 'shopee', 'tolong', 'benahi', 'kembalikan']",tolong aplikasi benah buka aplikasi suka muncul live shopee menganggu hp ram ngecek produk aja dengar orang live shopee tolong benah kembali
1,"pengiriman instan 2 jam, nyatanya sering kali dikirimkan keesokan harinya oleh penjual... padahal harapan buyer memilih pengiriman instan 2 jam adalah barang dapat diterima secepat mungkin, dan segera digunakan. tapi disini malah seharian baru sampai, alias sama dengan sameday, atau malah baru diterima keesokan harinya 😌",Negatif,pengiriman instan  jam nyatanya sering kali dikirimkan keesokan harinya oleh penjual padahal harapan buyer memilih pengiriman instan  jam adalah barang dapat diterima secepat mungkin dan segera digunakan tapi disini malah seharian baru sampai alias sama dengan sameday atau malah baru diterima keesokan harinya ,pengiriman instan jam kali dikirimkan keesokan harinya penjual harapan buyer memilih pengiriman instan jam barang diterima secepat seharian alias sameday diterima keesokan harinya,"['pengiriman', 'instan', 'jam', 'kali', 'dikirimkan', 'keesokan', 'harinya', 'penjual', 'harapan', 'buyer', 'memilih', 'pengiriman', 'instan', 'jam', 'barang', 'diterima', 'secepat', 'seharian', 'alias', 'sameday', 'diterima', 'keesokan', 'harinya']",kirim instan jam kali kirim esok hari jual harap buyer pilih kirim instan jam barang terima cepat hari alias sameday terima esok hari
5,"Semenjak ada Shopee semua keperluan tinggal pesen , tdk repot , mudah, hemat waktu, barang/produk nya bagus dan OK.. Terimakasih Shopee..TOP",Positif,semenjak ada shopee semua keperluan tinggal pesen  tdk repot  mudah hemat waktu barangproduk nya bagus dan ok terimakasih shopeetop,semenjak shopee keperluan tinggal pesen tdk repot mudah hemat barangproduk nya bagus ok terimakasih shopeetop,"['semenjak', 'shopee', 'keperluan', 'tinggal', 'pesen', 'tdk', 'repot', 'mudah', 'hemat', 'barangproduk', 'nya', 'bagus', 'ok', 'terimakasih', 'shopeetop']",semenjak shopee perlu tinggal sen tdk repot mudah hemat barangproduk nya bagus ok terimakasih shopeetop
1,"Ekspedisi SPX mending gak usah ikut2an di pengantaran, pelayanan sangat buruk, pesan makanan 11 hari belum sampai2, alasannya alamat tidak lengkap, padahal paket yg lain dengan alamat yg lain lgsg sampai, tolong ekspedisi2 & kurir2 yg lelet diberi sanksi!",Negatif,ekspedisi spx mending gak usah ikutan di pengantaran pelayanan sangat buruk pesan makanan  hari belum sampai alasannya alamat tidak lengkap padahal paket yg lain dengan alamat yg lain lgsg sampai tolong ekspedisi  kurir yg lelet diberi sanksi,ekspedisi spx mending gak ikutan pengantaran pelayanan buruk pesan makanan alasannya alamat lengkap paket yg alamat yg lgsg tolong ekspedisi kurir yg lelet sanksi,"['ekspedisi', 'spx', 'mending', 'gak', 'ikutan', 'pengantaran', 'pelayanan', 'buruk', 'pesan', 'makanan', 'alasannya', 'alamat', 'lengkap', 'paket', 'yg', 'alamat', 'yg', 'lgsg', 'tolong', 'ekspedisi', 'kurir', 'yg', 'lelet', 'sanksi']",ekspedisi spx mending gak ikut antar layan buruk pesan makan alas alamat lengkap paket yg alamat yg lgsg tolong ekspedisi kurir yg lelet sanksi
1,"Makin lama makin kecewa. Makin banyak update aplikasi jadi Lemot,Lag,ngefrezz dan juga suka keluar sendiri .. payahh kecewa.. kalo ada setengah bintang maka saya kasih setengah bintang",Negatif,makin lama makin kecewa makin banyak update aplikasi jadi lemotlagngefrezz dan juga suka keluar sendiri  payahh kecewa kalo ada setengah bintang maka saya kasih setengah bintang,kecewa update aplikasi lemotlagngefrezz suka payahh kecewa kalo bintang kasih bintang,"['kecewa', 'update', 'aplikasi', 'lemotlagngefrezz', 'suka', 'payahh', 'kecewa', 'kalo', 'bintang', 'kasih', 'bintang']",kecewa update aplikasi lemotlagngefrezz suka payahh kecewa kalo bintang kasih bintang
2,"Mohon maaf..Dulu lebih mudah berbelanja..bisa cod.menyenangkan dan lebih praktis. Sekarang mengecewakan pengiriman pake spx, telat respon karna lagi kerja eh dibalikin lagi paket ke penjual. Kenapa ya gak bisa diubah kyk sebelumnya, lebih bagus pake j&t, jne, dll. Tapi kalo spx duh mengecewakan, sorry ye",Negatif,mohon maafdulu lebih mudah berbelanjabisa codmenyenangkan dan lebih praktis sekarang mengecewakan pengiriman pake spx telat respon karna lagi kerja eh dibalikin lagi paket ke penjual kenapa ya gak bisa diubah kyk sebelumnya lebih bagus pake jt jne dll tapi kalo spx duh mengecewakan sorry ye,mohon maafdulu mudah berbelanjabisa codmenyenangkan praktis mengecewakan pengiriman pake spx telat respon karna kerja eh dibalikin paket penjual ya gak diubah kyk bagus pake jt jne dll kalo spx duh mengecewakan sorry ye,"['mohon', 'maafdulu', 'mudah', 'berbelanjabisa', 'codmenyenangkan', 'praktis', 'mengecewakan', 'pengiriman', 'pake', 'spx', 'telat', 'respon', 'karna', 'kerja', 'eh', 'dibalikin', 'paket', 'penjual', 'ya', 'gak', 'diubah', 'kyk', 'bagus', 'pake', 'jt', 'jne', 'dll', 'kalo', 'spx', 'duh', 'mengecewakan', 'sorry', 'ye']",mohon maafdulu mudah berbelanjabisa codmenyenangkan praktis kecewa kirim pake spx telat respon karna kerja eh dibalikin paket jual ya gak ubah kyk bagus pake jt jne dll kalo spx duh kecewa sorry ye
1,"Pas tiap buka aplikasi shopee sering keluar sendiri pas buka nya , padahal saya udah lama berlangganan dengan melalui shopee ini . tapi lemot banget , tidak ada perubahan tuk lancar buka aplikasi nya . sangat kecewaaaaaa",Negatif,pas tiap buka aplikasi shopee sering keluar sendiri pas buka nya  padahal saya udah lama berlangganan dengan melalui shopee ini  tapi lemot banget  tidak ada perubahan tuk lancar buka aplikasi nya  sangat kecewaaaaaa,pas buka aplikasi shopee pas buka nya udah berlangganan shopee lemot banget perubahan tuk lancar buka aplikasi nya kecewaaaaaa,"['pas', 'buka', 'aplikasi', 'shopee', 'pas', 'buka', 'nya', 'udah', 'berlangganan', 'shopee', 'lemot', 'banget', 'perubahan', 'tuk', 'lancar', 'buka', 'aplikasi', 'nya', 'kecewaaaaaa']",pas buka aplikasi shopee pas buka nya udah langgan shopee lot banget ubah tuk lancar buka aplikasi nya kecewaaaaaa
2,"Uang masuk saldo penjualnya jadi lama bgt;') ga kayak dlu cepet, padahal pembeli udh klik pesanan diterima, tapi uangnya harus nunggu 36jam buat masuk saldo penjual;') tolong di perbaiki min, soalnya buat penjual kecil butuh secepatnya buat modal lagi.",Negatif,uang masuk saldo penjualnya jadi lama bgt ga kayak dlu cepet padahal pembeli udh klik pesanan diterima tapi uangnya harus nunggu jam buat masuk saldo penjual tolong di perbaiki min soalnya buat penjual kecil butuh secepatnya buat modal lagi,uang masuk saldo penjualnya bgt ga kayak dlu cepet pembeli udh klik pesanan diterima uangnya nunggu jam masuk saldo penjual tolong perbaiki min penjual butuh secepatnya modal,"['uang', 'masuk', 'saldo', 'penjualnya', 'bgt', 'ga', 'kayak', 'dlu', 'cepet', 'pembeli', 'udh', 'klik', 'pesanan', 'diterima', 'uangnya', 'nunggu', 'jam', 'masuk', 'saldo', 'penjual', 'tolong', 'perbaiki', 'min', 'penjual', 'butuh', 'secepatnya', 'modal']",uang masuk saldo jual bgt ga kayak dlu cepet beli udh klik pesan terima uang nunggu jam masuk saldo jual tolong baik min jual butuh cepat modal
1,"Shopee tolong kalau mau tampil video²nya pisahin aplikasinya. Ini videonya udah kek Tik Tok dan Snack ga jelas dan ga bermanfaat. Hal ini juaga membuat aplikasi boros penggunaan data dan membuat pengalaman belanja sangat buruk. Notif bawah atas sering ke pencet dan pindah kemana-mana. Aplikasi jadi buruk dan lelet! Please jangan latah²an, ini marketplace profesional udah ke sosmed aja. 😒 Pas buka shopee malah dipaksa nonton live. Aplikasi vangsat.",Negatif,shopee tolong kalau mau tampil videonya pisahin aplikasinya ini videonya udah kek tik tok dan snack ga jelas dan ga bermanfaat hal ini juaga membuat aplikasi boros penggunaan data dan membuat pengalaman belanja sangat buruk notif bawah atas sering ke pencet dan pindah kemanamana aplikasi jadi buruk dan lelet please jangan latahan ini marketplace profesional udah ke sosmed aja  pas buka shopee malah dipaksa nonton live aplikasi vangsat,shopee tolong tampil videonya pisahin aplikasinya videonya udah kek tik tok snack ga ga bermanfaat juaga aplikasi boros penggunaan data pengalaman belanja buruk notif pencet pindah kemanamana aplikasi buruk lelet please latahan marketplace profesional udah sosmed aja pas buka shopee dipaksa nonton live aplikasi vangsat,"['shopee', 'tolong', 'tampil', 'videonya', 'pisahin', 'aplikasinya', 'videonya', 'udah', 'kek', 'tik', 'tok', 'snack', 'ga', 'ga', 'bermanfaat', 'juaga', 'aplikasi', 'boros', 'penggunaan', 'data', 'pengalaman', 'belanja', 'buruk', 'notif', 'pencet', 'pindah', 'kemanamana', 'aplikasi', 'buruk', 'lelet', 'please', 'latahan', 'marketplace', 'profesional', 'udah', 'sosmed', 'aja', 'pas', 'buka', 'shopee', 'dipaksa', 'nonton', 'live', 'aplikasi', 'vangsat']",shopee tolong tampil video pisahin aplikasi video udah kek tik tok snack ga ga manfaat juaga aplikasi boros guna data alam belanja buruk notif pencet pindah kemanamana aplikasi buruk lelet please latah marketplace profesional udah sosmed aja pas buka shopee paksa nonton live aplikasi vangsat
1,"Mau kasih bintang satu aja, soalnya kecewa dengan apa yg udah dibterapin sama Shopee, Shopee itu bagus, semua fitur-fitur lengkap, tapi dari sekian banyak fitur yg paling sulit itu membuka fitur bantuan dan live chat, sehingga sulit untuk mengadu kan semua nya 🙏🏼",Negatif,mau kasih bintang satu aja soalnya kecewa dengan apa yg udah dibterapin sama shopee shopee itu bagus semua fiturfitur lengkap tapi dari sekian banyak fitur yg paling sulit itu membuka fitur bantuan dan live chat sehingga sulit untuk mengadu kan semua nya ,kasih bintang aja kecewa yg udah dibterapin shopee shopee bagus fiturfitur lengkap sekian fitur yg sulit membuka fitur bantuan live chat sulit mengadu nya,"['kasih', 'bintang', 'aja', 'kecewa', 'yg', 'udah', 'dibterapin', 'shopee', 'shopee', 'bagus', 'fiturfitur', 'lengkap', 'sekian', 'fitur', 'yg', 'sulit', 'membuka', 'fitur', 'bantuan', 'live', 'chat', 'sulit', 'mengadu', 'nya']",kasih bintang aja kecewa yg udah dibterapin shopee shopee bagus fiturfitur lengkap sekian fitur yg sulit buka fitur bantu live chat sulit adu nya
5,"Saran untuk bagian penagihan spaylater dan juga spinjam, jangan seenaknya mengakses kontak orang lain lalu mengkontak mereka menginfokan bahwa seseorang mempunyai tagihan yg telah kelewat jatuh tempo. Pelanggaran privasi.",Positif,saran untuk bagian penagihan spaylater dan juga spinjam jangan seenaknya mengakses kontak orang lain lalu mengkontak mereka menginfokan bahwa seseorang mempunyai tagihan yg telah kelewat jatuh tempo pelanggaran privasi,saran penagihan spaylater spinjam mengakses kontak orang mengkontak menginfokan tagihan yg kelewat jatuh tempo pelanggaran privasi,"['saran', 'penagihan', 'spaylater', 'spinjam', 'mengakses', 'kontak', 'orang', 'mengkontak', 'menginfokan', 'tagihan', 'yg', 'kelewat', 'jatuh', 'tempo', 'pelanggaran', 'privasi']",saran tagih spaylater spinjam akses kontak orang kontak info tagih yg lewat jatuh tempo langgar privasi
2,"Aplikasi eror tidak bisa di buka kalo di tampilan awal selalu ada tulisan ""ada masalah silahkan muat ulang"" udah di muat ulang tetep aja ngga bisa tolong di PERBAIK ki secepat nya Shopee Mungkin kalo ngga ada gangguan begitu sangat membantu apk ini",Negatif,aplikasi eror tidak bisa di buka kalo di tampilan awal selalu ada tulisan ada masalah silahkan muat ulang udah di muat ulang tetep aja ngga bisa tolong di perbaik ki secepat nya shopee mungkin kalo ngga ada gangguan begitu sangat membantu apk ini,aplikasi eror buka kalo tampilan tulisan silahkan muat ulang udah muat ulang tetep aja ngga tolong perbaik ki secepat nya shopee kalo ngga gangguan membantu apk,"['aplikasi', 'eror', 'buka', 'kalo', 'tampilan', 'tulisan', 'silahkan', 'muat', 'ulang', 'udah', 'muat', 'ulang', 'tetep', 'aja', 'ngga', 'tolong', 'perbaik', 'ki', 'secepat', 'nya', 'shopee', 'kalo', 'ngga', 'gangguan', 'membantu', 'apk']",aplikasi eror buka kalo tampil tulis silah muat ulang udah muat ulang tetep aja ngga tolong baik ki cepat nya shopee kalo ngga ganggu bantu apk
1,tambah berat aplikasinya. sering ngelak. tombol kembali ndak respon. pertama kali buka aplikasi langsung masuk live. tambah berat. belanja jadi ndak nyaman. semakin banyak penipuan bermodus misteri box maupun sistem cod. semoga kedepan bisa segera di tertibkan,Negatif,tambah berat aplikasinya sering ngelak tombol kembali ndak respon pertama kali buka aplikasi langsung masuk live tambah berat belanja jadi ndak nyaman semakin banyak penipuan bermodus misteri box maupun sistem cod semoga kedepan bisa segera di tertibkan,berat aplikasinya ngelak tombol ndak respon kali buka aplikasi langsung masuk live berat belanja ndak nyaman penipuan bermodus misteri box sistem cod semoga kedepan tertibkan,"['berat', 'aplikasinya', 'ngelak', 'tombol', 'ndak', 'respon', 'kali', 'buka', 'aplikasi', 'langsung', 'masuk', 'live', 'berat', 'belanja', 'ndak', 'nyaman', 'penipuan', 'bermodus', 'misteri', 'box', 'sistem', 'cod', 'semoga', 'kedepan', 'tertibkan']",berat aplikasi ngelak tombol ndak respon kali buka aplikasi langsung masuk live berat belanja ndak nyaman tipu modus misteri box sistem cod moga depan tertib
1,"User experience nya jelek bgt, pesanan barang di batalkan tapi karna shopee lagi lemot atau salah kelik, pesanan di batalkan jadi di tarik lagi, kalo udah di batalkan ya udah ga usah ada penarikan pembatalan. Gara2 fitur jelek kayak gini lagi darurat dana sampe ketahan",Negatif,user experience nya jelek bgt pesanan barang di batalkan tapi karna shopee lagi lemot atau salah kelik pesanan di batalkan jadi di tarik lagi kalo udah di batalkan ya udah ga usah ada penarikan pembatalan gara fitur jelek kayak gini lagi darurat dana sampe ketahan,user experience nya jelek bgt pesanan barang batalkan karna shopee lemot salah kelik pesanan batalkan tarik kalo udah batalkan ya udah ga penarikan pembatalan gara fitur jelek kayak gini darurat dana sampe ketahan,"['user', 'experience', 'nya', 'jelek', 'bgt', 'pesanan', 'barang', 'batalkan', 'karna', 'shopee', 'lemot', 'salah', 'kelik', 'pesanan', 'batalkan', 'tarik', 'kalo', 'udah', 'batalkan', 'ya', 'udah', 'ga', 'penarikan', 'pembatalan', 'gara', 'fitur', 'jelek', 'kayak', 'gini', 'darurat', 'dana', 'sampe', 'ketahan']",user experience nya jelek bgt pesan barang batal karna shopee lot salah kelik pesan batal tarik kalo udah batal ya udah ga tari batal gara fitur jelek kayak gin darurat dana sampe tahan
